link,avg price,description,primary_cuisine
https://tabelog.com/en/kyoto/A2601/A260201/26039792/,2499.5,"Kyoto Kawaramachi Sta., Izakaya (Tavern), Yakitori (Grilled chicken skewers), Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26020754/,6999.5,"Marutamachi Sta., Shabu shabu (Japanese hotpot), Sukiyaki, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26036119/,12499.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Japanese Cuisine, Beef dishes",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26001379/,12499.5,"Gion Shijo Sta., Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26030697/,24999.5,"Sanjo Sta., Sukiyaki, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26041466/,12499.5,"Gion Shijo Sta., Yakitori (Grilled chicken skewers), Izakaya (Tavern), Wine bar",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26003500/,4499.5,"Gion Shijo Sta., Shabu shabu (Japanese hotpot), Sukiyaki, Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26040469/,3499.5,"Sanjo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26037826/,12499.5,"Gion Shijo Sta., Sushi",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26013607/,12499.5,"Gion Shijo Sta., Steak, Beef dishes, Teppanyaki",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26030521/,2499.5,"Sanjo Sta., Yakiniku (BBQ Beef), Shabu shabu (Japanese hotpot)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26034508/,5499.5,"Karasuma Sta., Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26020065/,8999.5,"Karasuma Oike Sta., Yakiniku (BBQ Beef), Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260604/26002401/,5499.5,"Toji Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel)",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26002088/,6999.5,"Kyoto Shiyakusho Mae Sta., Japanese Cuisine, Seafood, Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26001833/,5499.5,"Keage Sta., Japanese Cuisine, Tofu dishes, Sukiyaki",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26009394/,34999.5,"Kiyomizu Gojo Sta., Japanese Cuisine, Sushi",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26037084/,5499.5,"Kiyomizu Gojo Sta., Italian, Pasta, Dining bar",Italian
https://tabelog.com/en/kyoto/A2601/A260301/26036578/,34999.5,"Gion Shijo Sta., Beef dishes, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26001963/,8999.5,"Gion Shijo Sta., Japanese Cuisine, Seafood, Regional Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26041666/,3499.5,"Kyoto Sta., Izakaya (Tavern), Regional Cuisine, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26016900/,6999.5,"Higashiyama Sta., Sushi, Japanese Cuisine, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26001441/,5499.5,"Gion Shijo Sta., Japanese Cuisine, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26041985/,3499.5,"Karasuma Sta., Sukiyaki, Izakaya (Tavern), Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26036216/,3499.5,"Kyoto Kawaramachi Sta., Izakaya (Tavern), Japanese Cuisine, Regional Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26029233/,4499.5,"Kyoto Kawaramachi Sta., Yakiniku (BBQ Beef), Izakaya (Tavern), Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26001889/,12499.5,"Sanjo Sta., Japanese Cuisine, Hot Pot, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26038128/,3499.5,"Kyoto Sta., Izakaya (Tavern), Seafood, Sushi",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26036634/,8999.5,"Kyoto Shiyakusho Mae Sta., Yakiniku (BBQ Beef)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26023389/,8999.5,"Gion Shijo Sta., Steak, Teppanyaki, Yoshoku (Japanese style western cuisine)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26002743/,5499.5,"Gion Shijo Sta., Fugu (Pufferfish), Unagi (Eel), Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26036592/,4499.5,"Kyoto Sta., Unagi (Eel), Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26040071/,8999.5,"Sanjo Sta., Steak, Teppanyaki",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26037431/,3499.5,"Gion Shijo Sta., Izakaya (Tavern), Motsu Nabe (Offel Hot Pot), Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26022647/,6999.5,"Gion Shijo Sta., Teppanyaki, Steak, Baru (Spanish style bar)",Spanish
https://tabelog.com/en/kyoto/A2601/A260203/26001469/,12499.5,"Tambaguchi Sta., Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26024935/,3499.5,"Kujo Sta., Izakaya (Tavern), Kushi-age (Deep-fried skewers), Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26006494/,24999.5,"Gion Shijo Sta., Japanese Cuisine, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26006121/,8999.5,"Kyoto Sta., Tempura, Ten-don (Tempura bowl), Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26035349/,24999.5,"Kyoto Sta., Sushi, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26041195/,4499.5,"Kyoto Sta., Izakaya (Tavern), Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26033471/,6999.5,"Kyoto Shiyakusho Mae Sta., Tempura, Japanese Cuisine, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26006073/,17499.5,"Gojo Sta., Seafood, Japanese Cuisine, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26000659/,24999.5,"Kyoto Shiyakusho Mae Sta., Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26036172/,5499.5,"Kyoto Sta., Fugu (Pufferfish), Crab, Hot Pot",Asian
https://tabelog.com/en/kyoto/A2601/A260101/26000784/,6999.5,"Kyoto Sta., Japanese Cuisine, Tofu dishes",Japanese
https://tabelog.com/en/kyoto/A2601/A260401/26023451/,8999.5,"Katsura Sta., Sushi, Seafood, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26036138/,6999.5,"Sanjo Sta., French",French
https://tabelog.com/en/kyoto/A2601/A260301/26034036/,12499.5,"Gion Shijo Sta., Bistro, French",French
https://tabelog.com/en/kyoto/A2601/A260501/26038342/,17499.5,"Kitano Hakubaicho Sta., Japanese Cuisine, Unagi (Eel)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26032801/,6999.5,"Gion Shijo Sta., Dining bar, Steak, Italian",Italian
https://tabelog.com/en/kyoto/A2601/A260302/26002638/,3499.5,"Jingu Marutamachi Sta., Yakitori (Grilled chicken skewers), Hot Pot, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26003135/,6999.5,"Sanjo Sta., Dining bar, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26006163/,5499.5,"Karasuma Sta., Yakitori (Grilled chicken skewers), Chicken dishes, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26001495/,17499.5,"Kyoto Shiyakusho Mae Sta., Teppanyaki, Steak",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26017739/,12499.5,"Gojo Sta., Ryokan, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26038652/,3499.5,"Kyoto Sta., Izakaya (Tavern), Seafood, Shabu shabu (Japanese hotpot)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26025629/,4499.5,"Kyoto Sta., Dining bar, Italian, Pizza",Italian
https://tabelog.com/en/kyoto/A2601/A260202/26040878/,4499.5,"Jingu Marutamachi Sta., Yakiniku (BBQ Beef), Motsu Nabe (Offel Hot Pot), Horumon (BBQ Offel)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26025288/,3499.5,"Sanjo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260501/26040795/,4499.5,"Kitano Hakubaicho Sta., Unagi (Eel), Izakaya (Tavern), Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26001422/,6999.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26038857/,4499.5,"Kyoto Sta., Izakaya (Tavern), Japanese Cuisine, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26041979/,12499.5,"Gion Shijo Sta., Steak, Teppanyaki",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26040377/,2499.5,"Shijo Sta., Izakaya (Tavern), Seafood, Motsu Nabe (Offel Hot Pot)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26034775/,8999.5,"Kyoto Kawaramachi Sta., Italian, Steak",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26033518/,5499.5,"Kyoto Kawaramachi Sta., Cafe, Dining bar",Cafe
https://tabelog.com/en/kyoto/A2601/A260201/26027041/,4499.5,"Sanjo Sta., Bistro, Baru (Spanish style bar), Steak",Spanish
https://tabelog.com/en/kyoto/A2601/A260201/26038044/,4499.5,"Kyoto Kawaramachi Sta., Izakaya (Tavern), Creative, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26040365/,6999.5,"Kyoto Kawaramachi Sta., Crab, Shabu shabu (Japanese hotpot), Sushi",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26040419/,12499.5,"Gion Shijo Sta., Crab, Seafood, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26040420/,8999.5,"Gion Shijo Sta., Sushi, Seafood, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26041413/,3499.5,"Kyoto Sta., Izakaya (Tavern), Motsu Nabe (Offel Hot Pot), Kamameshi",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26019479/,4499.5,"Karasuma Sta., Baru (Spanish style bar), Italian, Wine bar",Italian
https://tabelog.com/en/kyoto/A2601/A260301/26041488/,5499.5,"Gion Shijo Sta., Korean cold noodles, Korean, Izakaya (Tavern)",Korean
https://tabelog.com/en/kyoto/A2601/A260202/26040165/,4499.5,"Karasuma Oike Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26024703/,5499.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Korean cold noodles",Korean
https://tabelog.com/en/kyoto/A2601/A260604/26011649/,1499.5,"Jujo Sta., Steak, Hamburger steak, Family restaurant",American
https://tabelog.com/en/kyoto/A2601/A260202/26037096/,5499.5,"Kyoto Shiyakusho Mae Sta., Restaurants, Italian, Cafe",Italian
https://tabelog.com/en/kyoto/A2601/A260101/26029264/,3499.5,"Kujo Sta., Korean, Izakaya (Tavern), Hot Pot",Korean
https://tabelog.com/en/kyoto/A2601/A260301/26041411/,8999.5,"Gion Shijo Sta., Japanese Cuisine, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26007250/,24999.5,"Gion Shijo Sta., Italian, French, Pasta",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26039770/,4499.5,"Karasuma Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Korean cold noodles",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26025890/,2499.5,"Kyoto Kawaramachi Sta., Cafe, Italian, Baru (Spanish style bar)",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26020006/,3499.5,"Shijo Sta., Italian, Baru (Spanish style bar), Izakaya (Tavern)",Italian
https://tabelog.com/en/kyoto/A2601/A260301/26041777/,2499.5,"Sanjo Sta., Izakaya (Tavern), Chinese, Dumplings",Chinese
https://tabelog.com/en/kyoto/A2601/A260401/26003335/,3499.5,"Saiin Sta., Izakaya (Tavern), Yakitori (Grilled chicken skewers), Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26038603/,3499.5,"Marutamachi Sta., Italian, Dining bar, Izakaya (Tavern)",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26038801/,4499.5,"Kiyomizu Gojo Sta., Baru (Spanish style bar), Italian",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26042170/,5499.5,"Kyoto Kawaramachi Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260203/26024455/,4499.5,"Omiya Sta., Yakiniku (BBQ Beef), Motsu Nabe (Offel Hot Pot), Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26042226/,5499.5,"Gion Shijo Sta., Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26040681/,17499.5,"Gion Shijo Sta., Sushi, Seafood, Unagi (Eel)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26001187/,3499.5,"Sanjo Sta., Izakaya (Tavern), Japanese Cuisine, Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26025477/,8999.5,"Kyoto Sta., Japanese Cuisine, Seafood",Japanese
https://tabelog.com/en/kyoto/A2607/A260702/26020811/,1499.5,"Nishi Muko Sta., Kaiten sushi (Conveyor belt sushi)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26031679/,3499.5,"Kyoto Sta., Izakaya (Tavern), Japanese Cuisine, Shabu shabu (Japanese hotpot)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26016449/,5499.5,"Gion Shijo Sta., Sushi, Seafood, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26041968/,4499.5,"Kyoto Sta., Izakaya (Tavern), Seafood, Regional Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26041499/,6999.5,"Sanjo Sta., Sukiyaki, Shabu shabu (Japanese hotpot), Sushi",Japanese
https://tabelog.com/en/kyoto/A2601/A260203/26023889/,5499.5,"Omiya Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Hamburger steak",Japanese
https://tabelog.com/en/kyoto/A2601/A260302/26026321/,3499.5,"Mototanaka Sta., Restaurants, Dining bar, Curry",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26035086/,5499.5,"Karasuma Sta., French, Baru (Spanish style bar), Italian",Italian
https://tabelog.com/en/kyoto/A2601/A260401/26001442/,6999.5,"Saiin Sta., Yakiniku (BBQ Beef), Korean, Horumon (BBQ Offel)",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26035463/,4499.5,"Kyoto Shiyakusho Mae Sta., Japanese Cuisine, Izakaya (Tavern), Cafe",Cafe
https://tabelog.com/en/kyoto/A2601/A260201/26041229/,1499.5,"Gion Shijo Sta., Cafe, Pancake",Cafe
https://tabelog.com/en/kyoto/A2601/A260201/26041893/,5499.5,"Shijo Sta., Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26024076/,3499.5,"Kyoto Kawaramachi Sta., Izakaya (Tavern), Seafood, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26000882/,12499.5,"Kyoto Sta., Japanese Cuisine, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26037000/,4499.5,"Kyoto Kawaramachi Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26017013/,2499.5,"Kyoto Sta., Shabu shabu (Japanese hotpot), Sukiyaki, Buffet style",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26022036/,4499.5,"Sanjo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Korean",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26004590/,4499.5,"Karasuma Sta., Dining bar, Creative, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260401/26017285/,3499.5,"Saiin Sta., Izakaya (Tavern), Grilled tripe, Horumon (BBQ Offel)",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26035630/,2499.5,"Karasuma Sta., Bar, Pub",Bar
https://tabelog.com/en/kyoto/A2601/A260201/26037613/,6999.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Korean, Horumon (BBQ Offel)",Korean
https://tabelog.com/en/kyoto/A2601/A260301/26032604/,3499.5,"Sanjo Sta., Fire Pot, Shabu shabu (Japanese hotpot), Sichuan Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260601/26003451/,17499.5,"Fushimi Sta., Japanese Cuisine, Tempura, Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26027706/,3499.5,"Kyoto Kawaramachi Sta., Baru (Spanish style bar), Steak, Meat dishes",Spanish
https://tabelog.com/en/kyoto/A2601/A260201/26040680/,4499.5,"Kyoto Kawaramachi Sta., Yakitori (Grilled chicken skewers), Izakaya (Tavern), Chicken dishes",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26016846/,6999.5,"Kyoto Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Korean",Korean
https://tabelog.com/en/kyoto/A2601/A260203/26027964/,4499.5,"Shijo Omiya Sta., Korean, Korean cold noodles, Izakaya (Tavern)",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26004122/,5499.5,"Karasuma Sta., Izakaya (Tavern), Seafood, Oyster",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26036304/,17499.5,"Gion Shijo Sta., Sushi, Seafood, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26042586/,,"Gion Shijo Sta., Sukiyaki",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26042169/,3499.5,"Kyoto Kawaramachi Sta., Izakaya (Tavern), Motsu Nabe (Offel Hot Pot), Yakitori (Grilled chicken skewers)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26007263/,5499.5,"Gion Shijo Sta., Spain, Baru (Spanish style bar), European",Spanish
https://tabelog.com/en/kyoto/A2601/A260401/26028652/,4499.5,"Saiin Sta., Izakaya (Tavern), Japanese Cuisine, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26041424/,24999.5,"Gion Shijo Sta., Japanese Cuisine, Creative",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26041448/,3499.5,"Kyoto Kawaramachi Sta., Izakaya (Tavern), Sushi, Yakitori (Grilled chicken skewers)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26031987/,6999.5,"Sanjo Sta., Yakiniku (BBQ Beef)",Japanese
https://tabelog.com/en/kyoto/A2601/A260601/26036861/,5499.5,"Fushimi Momoyama Sta., Korean, Izakaya (Tavern), Korean cold noodles",Korean
https://tabelog.com/en/kyoto/A2601/A260101/26041700/,12499.5,"Shijo Sta., Yakiniku (BBQ Beef), Meat dishes, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26000869/,6999.5,"Kyoto Sta., Japanese Cuisine, Unagi (Eel), Seafood",Japanese
https://tabelog.com/en/kyoto/A2607/A260701/26017864/,1499.5,"Uji Sta., Steak, Hamburger steak, Family restaurant",American
https://tabelog.com/en/kyoto/A2601/A260201/26033368/,3499.5,"Kyoto Kawaramachi Sta., Italian, Baru (Spanish style bar), Steak",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26040675/,4499.5,"Kyoto Kawaramachi Sta., Japanese Cuisine, Izakaya (Tavern), Ramen",Japanese
https://tabelog.com/en/kyoto/A2601/A260603/26035363/,2499.5,"Keihan Yamashina Sta., Izakaya (Tavern), Dumplings, Cafeteria",Cafe
https://tabelog.com/en/kyoto/A2601/A260301/26028346/,17499.5,"Keage Sta., Ryokan, Japanese Cuisine, Italian",Italian
https://tabelog.com/en/kyoto/A2601/A260202/26007183/,3499.5,"Karasuma Oike Sta., Korean, Izakaya (Tavern), Yakiniku (BBQ Beef)",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26041406/,3499.5,"Karasuma Sta., Izakaya (Tavern), Tonkatsu (Pork cutlet), Deep-fried foods",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26039467/,17499.5,"Kyoto Sta., Beef dishes",Japanese
https://tabelog.com/en/kyoto/A2601/A260601/26030263/,3499.5,"Fushimi Momoyama Sta., Izakaya (Tavern), Tempura, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260202/26041843/,12499.5,"Kyoto Shiyakusho Mae Sta., European",European
https://tabelog.com/en/kyoto/A2601/A260401/26001443/,5499.5,"Kami Katsura Sta., Yakiniku (BBQ Beef)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26036035/,17499.5,"Sanjo Keihan Sta., Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260302/26031516/,4499.5,"Demachiyanagi Sta., Wild game dishes, Izakaya (Tavern), Meat dishes",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26032291/,8999.5,"Kyoto Kawaramachi Sta., Japanese Cuisine, Seafood, Kaisen-don (Seafood bowl)",Japanese
https://tabelog.com/en/kyoto/A2601/A260401/26030620/,4499.5,"Saiin Sta., Italian, Cafe, Izakaya (Tavern)",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26035568/,4499.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Steak, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260203/26002935/,3499.5,"Omiya Sta., Yakiniku (BBQ Beef), Korean, Buffet style",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26026731/,3499.5,"Sanjo Sta., Izakaya (Tavern), Vegetable dishes, Creative",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26038085/,3499.5,"Gion Shijo Sta., Hot Pot, Japanese Cuisine, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26041311/,17499.5,"Shichijo Sta., Steak",Mixed
https://tabelog.com/en/kyoto/A2601/A260503/26000619/,8999.5,"Kuramaguchi Sta., Japanese Cuisine, Medicinal",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26041407/,3499.5,"Gion Shijo Sta., Kushiyaki, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26033908/,4499.5,"Kyoto Sta., Japanese Cuisine, Tofu dishes, Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260101/26040857/,8999.5,"Kyoto Sta., Chicken dishes, Shabu shabu (Japanese hotpot), Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26041771/,4499.5,"Gion Shijo Sta., Sushi, Seafood",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26021711/,3499.5,"Omiya Sta., Izakaya (Tavern), Seafood, Japanese Cuisine",Japanese
https://tabelog.com/en/kyoto/A2601/A260203/26034967/,6999.5,"Umekoji Kyotonishi Sta., Yakiniku (BBQ Beef), Shabu shabu (Japanese hotpot), Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260403/26010803/,2499.5,"Saga Arashiyama Sta., Cafeteria",Cafe
https://tabelog.com/en/kyoto/A2601/A260201/26033811/,8999.5,"Gion Shijo Sta., Japanese Cuisine, Shabu shabu (Japanese hotpot)",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26039016/,5499.5,"Gion Shijo Sta., Chinese, Wine bar, Dim sum",Chinese
https://tabelog.com/en/kyoto/A2601/A260202/26041109/,17499.5,"Kyoto Shiyakusho Mae Sta., Italian",Italian
https://tabelog.com/en/kyoto/A2601/A260201/26030403/,5499.5,"Kyoto Kawaramachi Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Steak",Japanese
https://tabelog.com/en/kyoto/A2601/A260301/26033378/,8999.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Horumon (BBQ Offel), Korean",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26041637/,3499.5,"Karasuma Sta., Izakaya (Tavern), Dumplings, Chinese",Chinese
https://tabelog.com/en/kyoto/A2601/A260301/26019053/,5499.5,"Gion Shijo Sta., Yakiniku (BBQ Beef), Korean, Izakaya (Tavern)",Korean
https://tabelog.com/en/kyoto/A2601/A260201/26039602/,3499.5,"Gion Shijo Sta., Izakaya (Tavern), Japanese Cuisine, Hot Pot",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26041037/,2499.5,"Karasuma Sta., Monjyayaki, Izakaya (Tavern)",Japanese
https://tabelog.com/en/kyoto/A2601/A260201/26037032/,8999.5,"Gion Shijo Sta., Izakaya (Tavern), Seafood, Fugu (Pufferfish)",Japanese
